EpochTime,DeviceType,GPSMode,ReceiverType,latitude,longitude,speed,course,altitude,seperation,terrainElev,ehspe,espe,evpe,LowestGForce,LowestGForceXAccelleration,LowestGForceYAccelleration,LowestGForceZAccelleration,HighestGForce,HighestGForceXAccelleration,HighestGForceYAccelleration,HighestGForceZAccelleration,pitch,pitchrate,roll,rollrate,yaw,yawrate,platformid,WasActiveSource,FlightType,FlightModeStatus
1736274041,7,3,0,42.785099,-1.655900,74.072136,340.183014,2388.259766,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998415,0.000000,-0.848000,-0.527000,1.001382,-0.002000,-0.849000,-0.531000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274042,7,3,0,42.785400,-1.656100,73.712524,341.190002,2402.678467,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998095,-0.001000,-0.847000,-0.528000,1.001913,-0.002000,-0.849000,-0.532000,999.000000,-0.000046,999.000000,-0.003314,999.000000,-0.002708,14,1,3,1
1736274043,7,3,0,42.785702,-1.656200,73.154640,341.263000,2418.410156,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998945,-0.002000,-0.848000,-0.528000,1.001065,-0.002000,-0.848000,-0.532000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274044,7,3,0,42.785999,-1.656400,72.460693,341.195007,2435.233643,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998626,-0.002000,-0.847000,-0.529000,1.001382,-0.002000,-0.849000,-0.531000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274045,7,3,0,42.786301,-1.656600,71.706482,341.195007,2452.774658,0.000000,1400.000000,0.000000,0.000000,0.000000,0.999474,-0.002000,-0.848000,-0.529000,1.001065,-0.002000,-0.848000,-0.532000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274046,5,3,5,51.526272,-0.097839,0.000000,0.000000,81.922958,-150.000000,1.000000,3.165167,0.000000,30.000000,0.998097,-0.002000,-0.847000,-0.528000,1.001065,-0.002000,-0.848000,-0.532000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,2,1,1
1736274046,7,3,0,42.786598,-1.656700,70.969765,341.167999,2470.595459,0.000000,1400.000000,0.000000,0.000000,0.000000,1.000003,-0.001000,-0.848000,-0.530000,1.000534,-0.002000,-0.848000,-0.531000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274047,7,3,0,42.786900,-1.656900,70.316628,341.092010,2488.266846,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998625,-0.001000,-0.847000,-0.529000,1.001913,-0.002000,-0.849000,-0.532000,999.000000,-0.001367,999.000000,0.003075,999.000000,-0.002596,14,1,3,1
1736274048,7,3,0,42.787201,-1.657100,69.803459,340.968994,2505.402832,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998625,-0.001000,-0.847000,-0.529000,1.002443,-0.001000,-0.849000,-0.533000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274049,7,3,0,42.787498,-1.657200,69.471062,340.760986,2521.690674,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998625,-0.001000,-0.847000,-0.529000,1.001913,-0.002000,-0.849000,-0.532000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
